"bijlage_id","melding_id","bijlage_type","bijlage_omschrijving","bijlage_toelichting","bijlage_filepath","bijlage_created","bijlage_modified","bijlage_deleted"
63464,242029,1,,,,01.07.2012 00:35,01.07.2012 00:35,
63465,242035,1,,,,01.07.2012 03:30,01.07.2012 03:30,
63466,242044,1,,,,01.07.2012 08:37,01.07.2012 08:37,
63467,242047,1,,,,01.07.2012 08:49,01.07.2012 08:49,
63468,242050,1,,,,01.07.2012 09:19,01.07.2012 09:19,
63469,242053,1,,,,01.07.2012 09:29,01.07.2012 09:29,
63470,242059,1,,,,01.07.2012 10:08,01.07.2012 10:08,
63471,242062,1,,,,01.07.2012 10:26,01.07.2012 10:26,
63472,242065,1,,,,01.07.2012 10:28,01.07.2012 10:28,
63473,242068,1,,,,01.07.2012 10:30,01.07.2012 10:30,
63474,242071,1,,,,01.07.2012 10:40,01.07.2012 10:40,
63475,242074,1,,,,01.07.2012 10:44,01.07.2012 10:44,
63476,242077,1,,,,01.07.2012 10:59,01.07.2012 10:59,
63477,242083,1,,,,01.07.2012 11:09,01.07.2012 11:09,
63478,242086,1,,,,01.07.2012 11:11,01.07.2012 11:11,
63479,242089,1,,,,01.07.2012 11:17,01.07.2012 11:17,
63480,242092,1,,,,01.07.2012 11:50,01.07.2012 11:50,
63481,242107,1,,,,01.07.2012 12:28,01.07.2012 12:28,
63482,242110,1,,,,01.07.2012 12:28,01.07.2012 12:28,
63483,242119,1,,,,01.07.2012 12:53,01.07.2012 12:53,
63484,242122,1,,,,01.07.2012 12:58,01.07.2012 12:58,
63485,242125,1,,,,01.07.2012 13:02,01.07.2012 13:02,
63486,242128,1,,,,01.07.2012 13:12,01.07.2012 13:12,
63487,242131,1,,,,01.07.2012 13:14,01.07.2012 13:14,
63488,242134,1,,,,01.07.2012 13:27,01.07.2012 13:27,
63489,242140,1,,,,01.07.2012 13:39,01.07.2012 13:39,
63490,242146,1,,,,01.07.2012 13:41,01.07.2012 13:41,
63491,242152,1,,,,01.07.2012 14:15,01.07.2012 14:15,
63492,242155,1,,,,01.07.2012 14:17,01.07.2012 14:17,
63493,242158,1,,,,01.07.2012 14:42,01.07.2012 14:42,
63494,242161,1,,,,01.07.2012 14:50,01.07.2012 14:50,
63495,242164,1,,,,01.07.2012 14:57,01.07.2012 14:57,
63496,242170,1,,,,01.07.2012 15:20,01.07.2012 15:20,
63497,242173,1,,,,01.07.2012 15:23,01.07.2012 15:23,
63498,242182,1,,,,01.07.2012 15:32,01.07.2012 15:32,
63499,242185,1,,,,01.07.2012 15:39,01.07.2012 15:39,
63500,242191,1,,,,01.07.2012 15:48,01.07.2012 15:48,
63501,242194,1,,,,01.07.2012 15:50,01.07.2012 15:50,
63502,242197,1,,,,01.07.2012 16:04,01.07.2012 16:04,
63503,242200,1,,,,01.07.2012 16:18,01.07.2012 16:18,
63504,242203,1,,,,01.07.2012 16:32,01.07.2012 16:32,
63505,242206,1,,,,01.07.2012 16:34,01.07.2012 16:34,
63506,242209,1,,,,01.07.2012 16:39,01.07.2012 16:39,
63507,242212,1,,,,01.07.2012 16:46,01.07.2012 16:46,
63508,242215,1,,,,01.07.2012 16:50,01.07.2012 16:50,
63509,242221,1,,,,01.07.2012 16:57,01.07.2012 16:57,
63510,242224,1,,,,01.07.2012 16:57,01.07.2012 16:57,
63511,242227,1,,,,01.07.2012 16:59,01.07.2012 16:59,
63512,242230,1,,,,01.07.2012 17:00,01.07.2012 17:00,
63513,242233,1,,,,01.07.2012 17:06,01.07.2012 17:06,
63514,242239,1,,,,01.07.2012 17:17,01.07.2012 17:17,
63515,242242,1,,,,01.07.2012 17:26,01.07.2012 17:26,
63516,242245,1,,,,01.07.2012 17:27,01.07.2012 17:27,
63517,242248,1,,,,01.07.2012 17:43,01.07.2012 17:43,
63518,242251,1,,,,01.07.2012 17:47,01.07.2012 17:47,
63519,242254,1,,,,01.07.2012 18:00,01.07.2012 18:00,
63520,242257,1,,,,01.07.2012 18:06,01.07.2012 18:06,
63521,242260,1,,,,01.07.2012 18:10,01.07.2012 18:10,
63522,242263,1,,,,01.07.2012 18:10,01.07.2012 18:10,
63523,242266,1,,,,01.07.2012 18:11,01.07.2012 18:11,
63524,242269,1,,,,01.07.2012 18:21,01.07.2012 18:21,
63525,242275,1,,,,01.07.2012 18:24,01.07.2012 18:24,
63526,242278,1,,,,01.07.2012 18:31,01.07.2012 18:31,
63527,242281,1,,,,01.07.2012 18:48,01.07.2012 18:48,
63528,242296,1,,,,01.07.2012 19:04,01.07.2012 19:04,
63529,242299,1,,,,01.07.2012 19:09,01.07.2012 19:09,
63530,242302,1,,,,01.07.2012 19:27,01.07.2012 19:27,
63531,242305,1,,,,01.07.2012 19:30,01.07.2012 19:30,
63532,242311,1,,,,01.07.2012 19:43,01.07.2012 19:43,
63533,242314,1,,,,01.07.2012 19:44,01.07.2012 19:44,
63534,242317,1,,,,01.07.2012 19:55,01.07.2012 19:55,
63535,242326,1,,,,01.07.2012 20:17,01.07.2012 20:17,
63536,242329,1,,,,01.07.2012 20:29,01.07.2012 20:29,
63537,242338,1,,,,01.07.2012 21:36,01.07.2012 21:36,
63538,242341,1,,,,01.07.2012 21:48,01.07.2012 21:48,
63539,242344,1,,,,01.07.2012 21:51,01.07.2012 21:51,
63540,242347,1,,,,01.07.2012 21:53,01.07.2012 21:53,
63541,242350,1,,,,01.07.2012 21:54,01.07.2012 21:54,
63542,242353,1,,,,01.07.2012 21:57,01.07.2012 21:57,
63543,242356,1,,,,01.07.2012 22:01,01.07.2012 22:01,
63544,242362,1,,,,01.07.2012 22:20,01.07.2012 22:20,
63545,242365,1,,,,01.07.2012 22:23,01.07.2012 22:23,
63546,242368,1,,,,01.07.2012 22:26,01.07.2012 22:26,
63547,242371,1,,,,01.07.2012 22:33,01.07.2012 22:33,
63548,242374,1,,,,01.07.2012 23:00,01.07.2012 23:00,
63549,242377,1,,,,01.07.2012 23:15,01.07.2012 23:15,
63550,242380,1,,,,01.07.2012 23:32,01.07.2012 23:32,
63551,242392,1,,,,02.07.2012 05:26,02.07.2012 05:26,
63552,242395,1,,,,02.07.2012 06:58,02.07.2012 06:58,
63553,242398,1,,,,02.07.2012 07:00,02.07.2012 07:00,
63554,242404,1,,,,02.07.2012 07:18,02.07.2012 07:18,
63555,242407,1,,,,02.07.2012 07:27,02.07.2012 07:27,
63556,242410,1,,,,02.07.2012 07:33,02.07.2012 07:33,
63557,242413,1,,,,02.07.2012 07:34,02.07.2012 07:34,
63558,242419,1,,,,02.07.2012 07:39,02.07.2012 07:39,
63559,242416,1,,,,02.07.2012 07:40,02.07.2012 07:40,
63560,242422,1,,,,02.07.2012 07:40,02.07.2012 07:40,
63561,242416,1,,,,02.07.2012 07:42,02.07.2012 07:42,
63562,242425,1,,,,02.07.2012 07:42,02.07.2012 07:42,
63563,242431,1,,,,02.07.2012 08:01,02.07.2012 08:01,
63564,242416,1,,,,02.07.2012 08:03,02.07.2012 08:03,
63565,242434,1,,,,02.07.2012 08:03,02.07.2012 08:03,
63566,242437,1,,,,02.07.2012 08:13,02.07.2012 08:13,
63567,242440,1,,,,02.07.2012 08:15,02.07.2012 08:15,
63568,242443,1,,,,02.07.2012 08:15,02.07.2012 08:15,
63569,242446,1,,,,02.07.2012 08:29,02.07.2012 08:29,
63570,242416,1,,,,02.07.2012 08:34,02.07.2012 08:34,
63571,242449,1,,,,02.07.2012 08:34,02.07.2012 08:34,
63572,242416,1,,,,02.07.2012 08:36,02.07.2012 08:36,
63573,242452,1,,,,02.07.2012 08:36,02.07.2012 08:36,
63574,242455,1,,,,02.07.2012 08:36,02.07.2012 08:36,
63575,242458,1,,,,02.07.2012 08:51,02.07.2012 08:51,
63576,242464,1,,,,02.07.2012 08:56,02.07.2012 08:56,
63577,242467,1,,,,02.07.2012 08:57,02.07.2012 08:57,
63578,242470,1,,,,02.07.2012 08:58,02.07.2012 08:58,
63579,242473,1,,,,02.07.2012 08:58,02.07.2012 08:58,
63580,242476,1,,,,02.07.2012 09:04,02.07.2012 09:04,
63581,242479,1,,,,02.07.2012 09:04,02.07.2012 09:04,
63582,242482,1,,,,02.07.2012 09:08,02.07.2012 09:08,
63583,242488,1,,,,02.07.2012 09:16,02.07.2012 09:16,
63584,242491,1,,,,02.07.2012 09:28,02.07.2012 09:28,
63586,242494,1,,,,02.07.2012 09:29,02.07.2012 09:29,
63587,242497,1,,,,02.07.2012 09:30,02.07.2012 09:30,
63588,242500,1,,,,02.07.2012 09:32,02.07.2012 09:32,
63589,242503,1,,,,02.07.2012 09:33,02.07.2012 09:33,
63590,242506,1,,,,02.07.2012 09:34,02.07.2012 09:34,
63591,242509,1,,,,02.07.2012 09:37,02.07.2012 09:37,
63592,242512,1,,,,02.07.2012 09:40,02.07.2012 09:40,
63593,242518,1,,,,02.07.2012 09:42,02.07.2012 09:42,
63594,242521,1,,,,02.07.2012 09:46,02.07.2012 09:46,
63595,242533,1,,,,02.07.2012 09:50,02.07.2012 09:50,
63596,242536,1,,,,02.07.2012 09:52,02.07.2012 09:52,
63597,242539,1,,,,02.07.2012 09:53,02.07.2012 09:53,
63598,242542,1,,,,02.07.2012 09:59,02.07.2012 09:59,
63599,242548,1,,,,02.07.2012 10:06,02.07.2012 10:06,
63600,242551,1,,,,02.07.2012 10:06,02.07.2012 10:06,
63601,242545,1,,,,02.07.2012 10:07,02.07.2012 10:07,
63602,242554,1,,,,02.07.2012 10:21,02.07.2012 10:21,
63603,242557,1,,,,02.07.2012 10:21,02.07.2012 10:21,
63604,242560,1,,,,02.07.2012 10:22,02.07.2012 10:22,
63605,242563,1,,,,02.07.2012 10:23,02.07.2012 10:23,
63606,242566,1,,,,02.07.2012 10:26,02.07.2012 10:26,
63607,242572,1,,,,02.07.2012 10:27,02.07.2012 10:27,
63608,242575,1,,,,02.07.2012 10:28,02.07.2012 10:28,
63609,242578,1,,,,02.07.2012 10:29,02.07.2012 10:29,
63610,242581,1,,,,02.07.2012 10:34,02.07.2012 10:34,
63611,242584,1,,,,02.07.2012 10:38,02.07.2012 10:38,
63614,242587,1,,,,02.07.2012 10:44,02.07.2012 10:44,
63615,242590,1,,,,02.07.2012 10:52,02.07.2012 10:52,
63616,242593,1,,,,02.07.2012 10:56,02.07.2012 10:56,
63617,242596,1,,,,02.07.2012 11:06,02.07.2012 11:06,
63618,242599,1,,,,02.07.2012 11:11,02.07.2012 11:11,
63619,242608,1,,,,02.07.2012 11:18,02.07.2012 11:18,
63620,242611,1,,,,02.07.2012 11:27,02.07.2012 11:27,
63621,242614,1,,,,02.07.2012 11:29,02.07.2012 11:29,
63622,242617,1,,,,02.07.2012 11:30,02.07.2012 11:30,
63623,242623,1,,,,02.07.2012 11:38,02.07.2012 11:38,
63624,242626,1,,,,02.07.2012 11:40,02.07.2012 11:40,
63625,242629,1,,,,02.07.2012 11:41,02.07.2012 11:41,
63626,242632,1,,,,02.07.2012 11:44,02.07.2012 11:44,
63627,242635,1,,,,02.07.2012 11:52,02.07.2012 11:52,
63628,242638,1,,,,02.07.2012 11:53,02.07.2012 11:53,
63629,242641,1,,,,02.07.2012 11:55,02.07.2012 11:55,
63630,242644,1,,,,02.07.2012 11:57,02.07.2012 11:57,
63631,242647,1,,,,02.07.2012 11:58,02.07.2012 11:58,
63632,242650,1,,,,02.07.2012 12:05,02.07.2012 12:05,
63633,242656,1,,,,02.07.2012 12:09,02.07.2012 12:09,
63634,242659,1,,,,02.07.2012 12:10,02.07.2012 12:10,
63635,242662,1,,,,02.07.2012 12:10,02.07.2012 12:10,
63636,242665,1,,,,02.07.2012 12:12,02.07.2012 12:12,
63637,242668,1,,,,02.07.2012 12:20,02.07.2012 12:20,
63638,242671,1,,,,02.07.2012 12:26,02.07.2012 12:26,
63639,242674,1,,,,02.07.2012 12:26,02.07.2012 12:26,
63640,242677,1,,,,02.07.2012 12:28,02.07.2012 12:28,
63641,242680,1,,,,02.07.2012 12:28,02.07.2012 12:28,
63642,242683,1,,,,02.07.2012 12:45,02.07.2012 12:45,
63643,242686,1,,,,02.07.2012 12:45,02.07.2012 12:45,
63644,242689,1,,,,02.07.2012 12:48,02.07.2012 12:48,
63646,242692,1,,,,02.07.2012 12:53,02.07.2012 12:53,
63647,242695,1,,,,02.07.2012 12:54,02.07.2012 12:54,
63648,242698,1,,,,02.07.2012 13:00,02.07.2012 13:00,
63649,242701,1,,,,02.07.2012 13:02,02.07.2012 13:02,
63650,242704,1,,,,02.07.2012 13:03,02.07.2012 13:03,
63651,242707,1,,,,02.07.2012 13:08,02.07.2012 13:08,
63652,242716,1,,,,02.07.2012 13:23,02.07.2012 13:23,
63653,242719,1,,,,02.07.2012 13:25,02.07.2012 13:25,
63656,242722,1,,,,02.07.2012 13:37,02.07.2012 13:37,
63657,242725,1,,,,02.07.2012 13:38,02.07.2012 13:38,
63658,242734,1,,,,02.07.2012 13:44,02.07.2012 13:44,
63659,242737,1,,,,02.07.2012 13:48,02.07.2012 13:48,
63660,242740,1,,,,02.07.2012 13:50,02.07.2012 13:50,
63661,242743,1,,,,02.07.2012 13:52,02.07.2012 13:52,
63662,242746,1,,,,02.07.2012 13:57,02.07.2012 13:57,
63663,242749,1,,,,02.07.2012 14:02,02.07.2012 14:02,
63664,242752,1,,,,02.07.2012 14:08,02.07.2012 14:08,
63665,242755,1,,,,02.07.2012 14:16,02.07.2012 14:16,
63666,242758,1,,,,02.07.2012 14:20,02.07.2012 14:20,
63667,242761,1,,,,02.07.2012 14:21,02.07.2012 14:21,
63668,242764,1,,,,02.07.2012 14:36,02.07.2012 14:36,
63669,242770,1,,,,02.07.2012 14:45,02.07.2012 14:45,
63670,242773,1,,,,02.07.2012 14:46,02.07.2012 14:46,
63671,242776,1,,,,02.07.2012 14:52,02.07.2012 14:52,
63672,242779,1,,,,02.07.2012 14:54,02.07.2012 14:54,
63673,242785,1,,,,02.07.2012 15:11,02.07.2012 15:11,
63674,242788,1,,,,02.07.2012 15:13,02.07.2012 15:13,
63675,242791,1,,,,02.07.2012 15:18,02.07.2012 15:18,
63676,242794,1,,,,02.07.2012 15:19,02.07.2012 15:19,
63677,242797,1,,,,02.07.2012 15:27,02.07.2012 15:27,
63678,242800,1,,,,02.07.2012 15:27,02.07.2012 15:27,
63679,242803,1,,,,02.07.2012 15:40,02.07.2012 15:40,
63680,242809,1,,,,02.07.2012 16:03,02.07.2012 16:03,
63681,242812,1,,,,02.07.2012 16:06,02.07.2012 16:06,
63682,242815,1,,,,02.07.2012 16:16,02.07.2012 16:16,
63683,242818,1,,,,02.07.2012 16:19,02.07.2012 16:19,
63684,242821,1,,,,02.07.2012 16:22,02.07.2012 16:22,
63685,242824,1,,,,02.07.2012 16:24,02.07.2012 16:24,
63686,242827,1,,,,02.07.2012 16:25,02.07.2012 16:25,
63687,242833,1,,,,02.07.2012 16:46,02.07.2012 16:46,
63688,242836,1,,,,02.07.2012 17:08,02.07.2012 17:08,
63689,242839,1,,,,02.07.2012 17:11,02.07.2012 17:11,
63690,242842,1,,,,02.07.2012 17:17,02.07.2012 17:17,
63691,242851,1,,,,02.07.2012 17:22,02.07.2012 17:22,
63692,242854,1,,,,02.07.2012 17:26,02.07.2012 17:26,
63693,242857,1,,,,02.07.2012 17:27,02.07.2012 17:27,
63694,242860,1,,,,02.07.2012 17:30,02.07.2012 17:30,
63695,242863,1,,,,02.07.2012 17:31,02.07.2012 17:31,
63696,242866,1,,,,02.07.2012 17:34,02.07.2012 17:34,
63697,242869,1,,,,02.07.2012 17:37,02.07.2012 17:37,
63698,242875,1,,,,02.07.2012 17:44,02.07.2012 17:44,
63699,242878,1,,,,02.07.2012 17:56,02.07.2012 17:56,
63700,242881,1,,,,02.07.2012 17:56,02.07.2012 17:56,
63701,242884,1,,,,02.07.2012 17:59,02.07.2012 17:59,
63702,242887,1,,,,02.07.2012 18:07,02.07.2012 18:07,
63703,242893,1,,,,02.07.2012 18:11,02.07.2012 18:11,
63704,242896,1,,,,02.07.2012 18:12,02.07.2012 18:12,
63705,242899,1,,,,02.07.2012 18:16,02.07.2012 18:16,
63706,242905,1,,,,02.07.2012 18:29,02.07.2012 18:29,
63707,242908,1,,,,02.07.2012 18:35,02.07.2012 18:35,
63708,242911,1,,,,02.07.2012 18:40,02.07.2012 18:40,
63709,242914,1,,,,02.07.2012 18:40,02.07.2012 18:40,
63710,242917,1,,,,02.07.2012 18:42,02.07.2012 18:42,
63711,242920,1,,,,02.07.2012 18:44,02.07.2012 18:44,
63712,242923,1,,,,02.07.2012 18:50,02.07.2012 18:50,
63713,242926,1,,,,02.07.2012 18:55,02.07.2012 18:55,
63714,242929,1,,,,02.07.2012 18:55,02.07.2012 18:55,
63715,242932,1,,,,02.07.2012 18:56,02.07.2012 18:56,
63716,242935,1,,,,02.07.2012 19:08,02.07.2012 19:08,
63717,242938,1,,,,02.07.2012 19:13,02.07.2012 19:13,
63718,242941,1,,,,02.07.2012 19:13,02.07.2012 19:13,
63719,242944,1,,,,02.07.2012 19:15,02.07.2012 19:15,
63720,242947,1,,,,02.07.2012 19:17,02.07.2012 19:17,
63721,242950,1,,,,02.07.2012 19:20,02.07.2012 19:20,
63722,242953,1,,,,02.07.2012 19:21,02.07.2012 19:21,
63723,242956,1,,,,02.07.2012 19:21,02.07.2012 19:21,
63724,242959,1,,,,02.07.2012 19:33,02.07.2012 19:33,
63725,242962,1,,,,02.07.2012 19:34,02.07.2012 19:34,
63726,242965,1,,,,02.07.2012 19:34,02.07.2012 19:34,
63727,242980,1,,,,02.07.2012 19:55,02.07.2012 19:55,
63728,242983,1,,,,02.07.2012 19:57,02.07.2012 19:57,
63729,242986,1,,,,02.07.2012 19:59,02.07.2012 19:59,
63730,242989,1,,,,02.07.2012 19:59,02.07.2012 19:59,
63731,242992,1,,,,02.07.2012 20:03,02.07.2012 20:03,
63732,242995,1,,,,02.07.2012 20:05,02.07.2012 20:05,
63733,242998,1,,,,02.07.2012 20:06,02.07.2012 20:06,
63734,243007,1,,,,02.07.2012 20:21,02.07.2012 20:21,
63735,243013,1,,,,02.07.2012 20:30,02.07.2012 20:30,
63736,243019,1,,,,02.07.2012 20:32,02.07.2012 20:32,
63737,243028,1,,,,02.07.2012 20:48,02.07.2012 20:48,
63738,243031,1,,,,02.07.2012 20:49,02.07.2012 20:49,
63739,243034,1,,,,02.07.2012 20:49,02.07.2012 20:49,
63740,243037,1,,,,02.07.2012 20:50,02.07.2012 20:50,
63741,243040,1,,,,02.07.2012 20:53,02.07.2012 20:53,
63742,243043,1,,,,02.07.2012 20:54,02.07.2012 20:54,
63743,243046,1,,,,02.07.2012 20:54,02.07.2012 20:54,
63744,243049,1,,,,02.07.2012 20:56,02.07.2012 20:56,
63745,243055,1,,,,02.07.2012 20:59,02.07.2012 20:59,
63746,243058,1,,,,02.07.2012 20:59,02.07.2012 20:59,
63747,243061,1,,,,02.07.2012 21:07,02.07.2012 21:07,
63748,243064,1,,,,02.07.2012 21:19,02.07.2012 21:19,
63749,243067,1,,,,02.07.2012 21:24,02.07.2012 21:24,
63750,243088,1,,,,02.07.2012 21:42,02.07.2012 21:42,
63751,243103,1,,,,02.07.2012 21:55,02.07.2012 21:55,
63752,243109,1,,,,02.07.2012 21:59,02.07.2012 21:59,
63753,243118,1,,,,02.07.2012 22:08,02.07.2012 22:08,
63754,243121,1,,,,02.07.2012 22:13,02.07.2012 22:13,
63755,243124,1,,,,02.07.2012 22:15,02.07.2012 22:15,
63756,243136,1,,,,02.07.2012 22:37,02.07.2012 22:37,
63757,243151,1,,,,02.07.2012 22:55,02.07.2012 22:55,
63758,243154,1,,,,02.07.2012 22:59,02.07.2012 22:59,
63759,243157,1,,,,02.07.2012 23:06,02.07.2012 23:06,
63760,243163,1,,,,02.07.2012 23:35,02.07.2012 23:35,
63761,243169,1,,,,02.07.2012 23:45,02.07.2012 23:45,
63762,243172,1,,,,03.07.2012 00:40,03.07.2012 00:40,
63763,243175,1,,,,03.07.2012 06:16,03.07.2012 06:16,
63764,243178,1,,,,03.07.2012 07:03,03.07.2012 07:03,
63765,243181,1,,,,03.07.2012 07:04,03.07.2012 07:04,
63766,243184,1,,,,03.07.2012 07:12,03.07.2012 07:12,
63767,243190,1,,,,03.07.2012 07:14,03.07.2012 07:14,
63768,243187,1,,,,03.07.2012 07:14,03.07.2012 07:14,
63769,243193,1,,,,03.07.2012 07:15,03.07.2012 07:15,
63770,243196,1,,,,03.07.2012 07:40,03.07.2012 07:40,
63771,243199,1,,,,03.07.2012 07:52,03.07.2012 07:52,
63772,243202,1,,,,03.07.2012 07:53,03.07.2012 07:53,
63773,243205,1,,,,03.07.2012 08:09,03.07.2012 08:09,
63774,243208,1,,,,03.07.2012 08:26,03.07.2012 08:26,
63775,243211,1,,,,03.07.2012 08:30,03.07.2012 08:30,
63776,243214,1,,,,03.07.2012 08:33,03.07.2012 08:33,
63777,243217,1,,,,03.07.2012 08:38,03.07.2012 08:38,
63778,243223,1,,,,03.07.2012 08:43,03.07.2012 08:43,
63779,243226,1,,,,03.07.2012 08:45,03.07.2012 08:45,
63780,243229,1,,,,03.07.2012 08:46,03.07.2012 08:46,
63781,243232,1,,,,03.07.2012 08:47,03.07.2012 08:47,
63782,243235,1,,,,03.07.2012 08:55,03.07.2012 08:55,
63783,243238,1,,,,03.07.2012 08:55,03.07.2012 08:55,
63784,243241,1,,,,03.07.2012 09:07,03.07.2012 09:07,
63787,243247,1,,,,03.07.2012 09:12,03.07.2012 09:12,
63788,243250,1,,,,03.07.2012 09:12,03.07.2012 09:12,
63789,243253,1,,,,03.07.2012 09:13,03.07.2012 09:13,
63790,243256,1,,,,03.07.2012 09:13,03.07.2012 09:13,
63791,243259,1,,,,03.07.2012 09:18,03.07.2012 09:18,
63792,243265,1,,,,03.07.2012 09:24,03.07.2012 09:24,
63793,243268,1,,,,03.07.2012 09:25,03.07.2012 09:25,
63794,243271,1,,,,03.07.2012 09:27,03.07.2012 09:27,
63795,243274,1,,,,03.07.2012 09:28,03.07.2012 09:28,
63796,243277,1,,,,03.07.2012 09:32,03.07.2012 09:32,
63797,243280,1,,,,03.07.2012 09:35,03.07.2012 09:35,
63798,243283,1,,,,03.07.2012 09:37,03.07.2012 09:37,
63799,243289,1,,,,03.07.2012 09:41,03.07.2012 09:41,
63800,243292,1,,,,03.07.2012 09:47,03.07.2012 09:47,
63801,243295,1,,,,03.07.2012 09:48,03.07.2012 09:48,
63802,243298,1,,,,03.07.2012 09:49,03.07.2012 09:49,
63803,243301,1,,,,03.07.2012 09:51,03.07.2012 09:51,
63804,243304,1,,,,03.07.2012 09:52,03.07.2012 09:52,
63805,243307,1,,,,03.07.2012 09:54,03.07.2012 09:54,
63806,243310,1,,,,03.07.2012 09:57,03.07.2012 09:57,
63807,243313,1,,,,03.07.2012 09:57,03.07.2012 09:57,
63808,243319,1,,,,03.07.2012 10:12,03.07.2012 10:12,
63809,243322,1,,,,03.07.2012 10:14,03.07.2012 10:14,
63810,243325,1,,,,03.07.2012 10:26,03.07.2012 10:26,
63811,243328,1,,,,03.07.2012 10:27,03.07.2012 10:27,
63812,243334,1,,,,03.07.2012 10:36,03.07.2012 10:36,
63813,243337,1,,,,03.07.2012 10:46,03.07.2012 10:46,
63814,243340,1,,,,03.07.2012 10:56,03.07.2012 10:56,
63815,243343,1,,,,03.07.2012 10:56,03.07.2012 10:56,
63816,243346,1,,,,03.07.2012 11:01,03.07.2012 11:01,
63817,243352,1,,,,03.07.2012 11:10,03.07.2012 11:10,
63818,243358,1,,,,03.07.2012 11:10,03.07.2012 11:10,
63819,243361,1,,,,03.07.2012 11:12,03.07.2012 11:12,
63820,243364,1,,,,03.07.2012 11:14,03.07.2012 11:14,
63821,243364,1,,,,03.07.2012 11:14,03.07.2012 11:14,
63822,243370,1,,,,03.07.2012 11:30,03.07.2012 11:30,
63823,243379,1,,,,03.07.2012 12:12,03.07.2012 12:12,
63824,243382,1,,,,03.07.2012 12:13,03.07.2012 12:13,
63825,243385,1,,,,03.07.2012 12:20,03.07.2012 12:20,
63826,243388,1,,,,03.07.2012 12:21,03.07.2012 12:21,
63827,243391,1,,,,03.07.2012 12:22,03.07.2012 12:22,
63828,243394,1,,,,03.07.2012 12:23,03.07.2012 12:23,
63829,243397,1,,,,03.07.2012 12:23,03.07.2012 12:23,
63830,243403,1,,,,03.07.2012 12:24,03.07.2012 12:24,
63831,243406,1,,,,03.07.2012 12:28,03.07.2012 12:28,
63832,243409,1,,,,03.07.2012 12:31,03.07.2012 12:31,
63833,243412,1,,,,03.07.2012 12:36,03.07.2012 12:36,
63834,243418,1,,,,03.07.2012 12:42,03.07.2012 12:42,
63835,243421,1,,,,03.07.2012 12:42,03.07.2012 12:42,
63836,243424,1,,,,03.07.2012 12:44,03.07.2012 12:44,
63837,243430,1,,,,03.07.2012 12:52,03.07.2012 12:52,
63838,243433,1,,,,03.07.2012 12:55,03.07.2012 12:55,
63839,243436,1,,,,03.07.2012 12:59,03.07.2012 12:59,
63840,243442,1,,,,03.07.2012 13:00,03.07.2012 13:00,
63841,243439,1,,,,03.07.2012 13:00,03.07.2012 13:00,
63842,243445,1,,,,03.07.2012 13:04,03.07.2012 13:04,
63843,243448,1,,,,03.07.2012 13:06,03.07.2012 13:06,
63844,243454,1,,,,03.07.2012 13:07,03.07.2012 13:07,
63845,243460,1,,,,03.07.2012 13:12,03.07.2012 13:12,
63846,243463,1,,,,03.07.2012 13:15,03.07.2012 13:15,
63847,243466,1,,,,03.07.2012 13:20,03.07.2012 13:20,
63848,243469,1,,,,03.07.2012 13:21,03.07.2012 13:21,
63849,243472,1,,,,03.07.2012 13:24,03.07.2012 13:24,
63851,243475,1,,,,03.07.2012 13:27,03.07.2012 13:27,
63853,243478,1,,,,03.07.2012 13:32,03.07.2012 13:32,
63854,243481,1,,,,03.07.2012 13:40,03.07.2012 13:40,
63855,243484,1,,,,03.07.2012 13:53,03.07.2012 13:53,
63856,243487,1,,,,03.07.2012 13:54,03.07.2012 13:54,
63857,243490,1,,,,03.07.2012 14:04,03.07.2012 14:04,
63858,243496,1,,,,03.07.2012 14:11,03.07.2012 14:11,
63859,243502,1,,,,03.07.2012 14:18,03.07.2012 14:18,
63860,243505,1,,,,03.07.2012 14:29,03.07.2012 14:29,
63861,243508,1,,,,03.07.2012 14:31,03.07.2012 14:31,
63862,243511,1,,,,03.07.2012 14:31,03.07.2012 14:31,
63863,243517,1,,,,03.07.2012 14:38,03.07.2012 14:38,
63864,243520,1,,,,03.07.2012 14:40,03.07.2012 14:40,
63865,243523,1,,,,03.07.2012 14:59,03.07.2012 14:59,
63866,243526,1,,,,03.07.2012 15:09,03.07.2012 15:09,
63867,243529,1,,,,03.07.2012 15:10,03.07.2012 15:10,
63868,243532,1,,,,03.07.2012 15:19,03.07.2012 15:19,
63869,243541,1,,,,03.07.2012 15:34,03.07.2012 15:34,
63870,243547,1,,,,03.07.2012 15:42,03.07.2012 15:42,
63871,243550,1,,,,03.07.2012 15:42,03.07.2012 15:42,
63874,243553,1,,,,03.07.2012 15:48,03.07.2012 15:48,
63875,243559,1,,,,03.07.2012 15:56,03.07.2012 15:56,
63876,243562,1,,,,03.07.2012 16:04,03.07.2012 16:04,
63877,243565,1,,,,03.07.2012 16:08,03.07.2012 16:08,
63878,243568,1,,,,03.07.2012 16:12,03.07.2012 16:12,
63879,243571,1,,,,03.07.2012 16:16,03.07.2012 16:16,
63880,243574,1,,,,03.07.2012 16:25,03.07.2012 16:25,
63881,243577,1,,,,03.07.2012 16:33,03.07.2012 16:33,
63882,243580,1,,,,03.07.2012 16:39,03.07.2012 16:39,
63883,243583,1,,,,03.07.2012 16:40,03.07.2012 16:40,
63884,243586,1,,,,03.07.2012 16:43,03.07.2012 16:43,
